id	label	synonyms	umls
NCIT:C114108	Experimental Organism Islet Cell Adenoma Neoplasm	ADENOMA, ISLET CELL, BENIGN | Islet Cell Adenoma	C3813158
NCIT:C114109	Experimental Organism Acidophil Carcinoma	Acidophil Adenocarcinoma | Acidophil Carcinoma | CARCINOMA, ACIDOPHIL, MALIGNANT | Eosinophil Adenocarcinoma | Eosinophil Carcinoma	C3714935
NCIT:C114110	Experimental Organism Histiocytic Lymphoma Neoplasm	LYMPHOMA, HISTIOCYTIC, MALIGNANT | Lymphoma, Large Cell, Malignant	C3830292
NCIT:C114111	Experimental Organism Mixed Lymphoma Neoplasm	LYMPHOMA, MIXED, MALIGNANT	C3816170
NCIT:C114112	Experimental Organism Lymphosarcoma Neoplasm	LYMPHOSARCOMA, MALIGNANT	C3830291
NCIT:C114113	Experimental Organism Benign Stromal Tumor Neoplasm	STROMAL TUMOR, BENIGN	C3830293
NCIT:C114114	Experimental Organism Benign Teratoma Neoplasm	TERATOMA, BENIGN	C3815900
NCIT:C114115	Experimental Organism Benign Thymoma Neoplasm	THYMOMA, BENIGN	C3816482
NCIT:C114130	Placental Retention	Retained Placenta	C0242669
NCIT:C114235	Experimental Organism Benign Nephroblastoma Neoplasm	NEPHROBLASTOMA, BENIGN	C3830295
NCIT:C114281	Parotitis		C0030583
NCIT:C114282	Uterine Dehiscence		
NCIT:C114345	Type II Hypersensitivity	Type 2 Hypersensitivity Reaction | Type II Hypersensitivity Reaction	C1096189
NCIT:C114346	Type III Hypersensitivity	Type 3 Hypersensitivity Reaction | Type III Hypersensitivity Reaction	C0020951
NCIT:C114347	Juvenile Spondyloarthritis	JSpA | Juvenile Spondyloarthropathy	C0409676
NCIT:C114354	Drug Induced Lupus Erythematosus	Drug Induced Lupus | Drug-Induced Lupus | Drug-induced systemic lupus erythematosus	C0263591
NCIT:C114357	Juvenile Idiopathic Arthritis	JIA	C4227547
NCIT:C114358	Juvenile Polymyositis	JPM	C3826988
NCIT:C114361	Juvenile Psoriatic Arthritis	JPsA	C3714758
NCIT:C114375	Early Postpartum Hemorrhage	Primary Postpartum Hemorrhage	C0269899
NCIT:C114376	Late Postpartum Hemorrhage	Delayed Postpartum Hemorrhage | Secondary Postpartum Hemorrhage	C0473508
NCIT:C114377	Postpartum Uterine Inversion		C3828503
NCIT:C114388	Postpartum Acute Renal Failure		C0157461
NCIT:C114389	Postpartum Thyroiditis		C0271815
NCIT:C114397	Vascular Thrombosis	thrombosis	C2586211
NCIT:C114451	Rare Childhood Malignant Neoplasm	Rare Malignant Childhood Neoplasm | Rare Malignant Neoplasm	C3828369
NCIT:C114470	Enthesitis		C1282952
NCIT:C114471	Macrophage Activation Syndrome	MAS | Reactive Hemophagocytic Lymphohistiocytosis	C1096155
NCIT:C114476	Allergic Reaction	allergic response | Allergies | Allergy	C1527304
NCIT:C114477	Proximal Tubulopathy	Proximal Renal Tubule Defect	C1839603
NCIT:C114483	Childhood Langerhans Cell Histiocytosis	Langerhans Cell Histiocytosis	
NCIT:C114541	Adult Undifferentiated Pleomorphic Sarcoma	Adult Malignant Fibrous Histiocytoma | Undifferentiated Pleomorphic Sarcoma	C0279546
NCIT:C114560	Childhood L1 Acute Lymphoblastic Leukemia	L1 Acute Lymphoblastic Leukemia | Pediatric L1 Acute Lymphoblastic Leukemia	C0279580
NCIT:C114562	Childhood L2 Acute Lymphoblastic Leukemia	L2 Acute Lymphoblastic Leukemia | Pediatric L2 Acute Lymphoblastic Leukemia	C0279581
NCIT:C114574	Adult Non-T Non-B Acute Lymphoblastic Leukemia	Non-T Non-B Acute Lymphoblastic Leukemia	C0279594
NCIT:C114576	Childhood Non-T Non-B Acute Lymphoblastic Leukemia	Non-T Non-B Acute Lymphoblastic Leukemia | Pediatric Non-T Non-B Acute Lymphoblastic Leukemia	C0279585
NCIT:C114579	Non-T Non-B CALLA Negative Childhood Acute Lymphoblastic Leukemia	Non-T Non-B CALLA Negative Acute Lymphoblastic Leukemia	C0279587
NCIT:C114580	Non-T Non-B CALLA Negative Adult Acute Lymphoblastic Leukemia	Non-T Non-B CALLA Negative Acute Lymphoblastic Leukemia	C0279597
NCIT:C114581	Adult L2 Acute Lymphoblastic Leukemia	L2 Acute Lymphoblastic Leukemia	C0279590
NCIT:C114583	Drug-Induced Nephropathy	Drug-Induced Kidney Injury | Drug-Induced Renal Failure | Toxic Nephropathy	C0595916
NCIT:C114585	Calcineurin Nephrotoxicity	Calcineurin Inhibitor Nephrotoxicity	C3899731
NCIT:C114593	Adult TdT Positive Acute Lymphoblastic Leukemia	TdT Positive Acute Lymphoblastic Leukemia	C0279598
NCIT:C114594	Childhood TdT Positive Acute Lymphoblastic Leukemia	Pediatric TdT Positive Acute Lymphoblastic Leukemia | TdT Positive Acute Lymphoblastic Leukemia	C0279601
NCIT:C114595	Adult TdT Negative Acute Lymphoblastic Leukemia	TdT Negative Acute Lymphoblastic Leukemia	C0279599
NCIT:C114596	Childhood TdT Negative Acute Lymphoblastic Leukemia	Pediatric TdT Negative Acute Lymphoblastic Leukemia | TdT Negative Acute Lymphoblastic Leukemia	C0279600
NCIT:C114598	Mixed Osteosarcoma	Combined Type Osteosarcoma | Mixed Type Osteosarcoma	C0279604
NCIT:C114599	Adult Pre-B Acute Lymphoblastic Leukemia	Pre-B Acute Lymphoblastic Leukemia	C3896961
NCIT:C114600	Childhood Pre-B Acute Lymphoblastic Leukemia	Pediatric Pre-B Acute Lymphoblastic Leukemia | Pre-B Acute Lymphoblastic Leukemia	C3896960
NCIT:C114656	Endometrial Adenosquamous Carcinoma	Endometrial Adenosquamous Cancer	C3896969
NCIT:C114666	Hemorrhagic Cystitis		C0085692
NCIT:C114667	Nephrolithiasis	Kidney Stone | Renal Calculi	C3549608
NCIT:C114688	Urolithiasis	Urinary Stones	C3553271
NCIT:C114696	Ureterolithiasis		C0041952
NCIT:C114722	Dialysis Catheter Embolism		C1395365
NCIT:C114723	Dialysis Catheter Infection		C1400574
NCIT:C114724	Hemodialysis Catheter Infection		C3266735
NCIT:C114725	Peritoneal Dialysis Catheter Infection		C2315425
NCIT:C114726	Dialysis Catheter Tunnel Infection	Tunnel Infection Associated with Dialysis Access	C3899383
NCIT:C114727	Dialysis Catheter Exit Site Infection		C3899385
NCIT:C114728	Hemodialysis Catheter-Associated Bacteremia		C3898896
NCIT:C114749	Childhood Undifferentiated Pleomorphic Sarcoma	Childhood Malignant Fibrous Histiocytoma | Childhood Unclassified Pleomorphic Sarcoma | Undifferentiated Pleomorphic Sarcoma	C3899638
NCIT:C114750	Childhood Undifferentiated High Grade Pleomorphic Sarcoma of Bone	Childhood Malignant Fibrous Histiocytoma of Bone | Childhood Undifferentiated High Grade Pleomorphic Sarcoma | Childhood Undifferentiated High-Grade Pleomorphic Sarcoma of Bone | Undifferentiated High Grade Pleomorphic Sarcoma of Bone	
NCIT:C114751	Peritoneal Dialysis Catheter-Associated Peritonitis		C3897942
NCIT:C114752	Chemical Peritonitis		C0341505
NCIT:C114754	AV Fistula Stenosis	Arteriovenous Fistula Stenosis	C0340908
NCIT:C114756	AV Fistula Thrombosis	Arteriovenous Fistula Thrombosis	C0340909
NCIT:C114759	Childhood Brain Stem Gliosarcoma	Brain Stem Gliosarcoma	C3887517
NCIT:C114760	Childhood Brain Stem Mixed Glioma	Brain Stem Mixed Glioma	C3887516
NCIT:C114763	AV Graft Thrombosis	Arteriovenous Graft Thrombosis	C0349757
NCIT:C114766	Carnitine Palmitoyltransferase II Deficiency	CPT II Deficiency	C1850734
NCIT:C114767	Galactokinase Deficiency	Galactosemia Type 2 | GALK Deficiency	C0268155
NCIT:C114768	Loeys-Dietz Syndrome Type 2	Loeys-Dietz Syndrome Type II | Marfan Syndrome Type 2 | Marfan Syndrome Type II	C2931058
NCIT:C114769	Maturity-Onset Diabetes of the Young	Maturity Onset Diabetes of the Young | MODY	C4015560
NCIT:C114770	Xeroderma Pigmentosum, Complementation Group C	Xeroderma Pigmentosum Group C | XP-C	C2752147
NCIT:C114771	Xeroderma Pigmentosum, Complementation Group E	Xeroderma Pigmentosum Group E | XP-E	C1848411
NCIT:C114772	Extracorporeal Circuit Clot		C0949072
NCIT:C114773	Childhood Brain Oligodendroglioma	Brain Oligodendroglioma	C3899674
NCIT:C114774	Childhood Supratentorial Embryonal Tumor, Not Otherwise Specified	Childhood Supratentorial Embryonal Tumor, NOS | Childhood Supratentorial PNET | Childhood Supratentorial Primitive Neuroectodermal Tumor | Supratentorial Embryonal Tumor, NOS	
NCIT:C114775	Childhood Central Nervous System Neuroblastoma, FOXR2-Activated	Central Nervous System Neuroblastoma | Childhood Brain Neuroblastoma | Childhood Brain Neuroblastoma, FOXR2-Activated | Childhood Central Nervous System Neuroblastoma	C3887519
NCIT:C114777	Adult Germ Cell Tumor	Germ Cell Tumor	C3900101
NCIT:C114778	Adult Intracranial Germ Cell Tumor	Intracranial Germ Cell Tumor	C1370508
NCIT:C114779	Primary Central Nervous System Non-Hodgkin Lymphoma		C2213246
NCIT:C114781	Dialysis Disequilibrium Syndrome	Disequilibrium Syndrome	C0403559
NCIT:C114782	Adult Undifferentiated High Grade Pleomorphic Sarcoma of Bone	Adult Malignant Fibrous Histiocytoma of Bone | Adult Undifferentiated High Grade Pleomorphic Sarcoma | Adult Undifferentiated High-Grade Pleomorphic Sarcoma of Bone | Undifferentiated High Grade Pleomorphic Sarcoma of Bone	
NCIT:C114783	Hodgkin Lymphoma During Pregnancy		
NCIT:C114784	Non-Hodgkin Lymphoma During Pregnancy		
NCIT:C114785	Childhood Subependymal Giant Cell Astrocytoma	Subependymal Giant Cell Astrocytoma	C1832034
NCIT:C114801	Childhood Gonadal Germ Cell Tumor	Gonadal Germ Cell Tumor	C4228804
NCIT:C114806	Childhood Favorable Prognosis Hodgkin Lymphoma	Favorable Prognosis Hodgkin Lymphoma	
NCIT:C114807	Adult Favorable Prognosis Hodgkin Lymphoma	Favorable Prognosis Hodgkin Lymphoma	
NCIT:C114808	Childhood Unfavorable Prognosis Hodgkin Lymphoma	Unfavorable Prognosis Hodgkin Lymphoma	
NCIT:C114809	Adult Unfavorable Prognosis Hodgkin Lymphoma	Unfavorable Prognosis Hodgkin Lymphoma	
NCIT:C114812	Childhood Pineoblastoma		C3887520
NCIT:C114819	Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1	Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR::ABL1 | Adult B Acute Lymphoblastic Leukemia with t(9;22)(q34;q11.2); BCR-ABL1 | B Acute Lymphoblastic Leukemia with t(9;22)(q34.1;q11.2); BCR-ABL1	C3900106
NCIT:C114821	Tertiary Hyperparathyroidism		C0271858
NCIT:C114828	Mucosal Melanoma		
NCIT:C114830	Vitamin D Deficiency		C0042870
NCIT:C114831	Metastatic Malignant Neoplasm in the Soft Tissue	Metastatic Malignant Neoplasm in Soft Tissue | Metastatic Malignant Neoplasm to Soft Tissue | Metastatic Malignant Neoplasm to Soft Tissues | Metastatic Malignant Neoplasm to the Soft Tissue	C3898428
NCIT:C114833	Childhood Central Nervous System Embryonal Tumor	Central Nervous System Embryonal Neoplasm | Childhood Central Nervous System Embryonal Neoplasm	C3899672
NCIT:C114836	Recurrent Childhood Central Nervous System Embryonal Tumor	Recurrent Central Nervous System Embryonal Neoplasm | Recurrent Childhood Central Nervous System Embryonal Neoplasm	C3897757
NCIT:C114837	Uremic Pericarditis		C0265152
NCIT:C114838	Acute Allograft Nephropathy	Acute Kidney Allograft Nephropathy | Kidney Transplant Rejection	C0238217
NCIT:C114839	Acute Cellular Allograft Nephropathy	Acute Cellular Kidney Allograft Nephropathy	C3900115
NCIT:C114841	Acute Humoral Allograft Nephropathy	Acute Humoral Kidney Allograft Nephropathy	C3900114
NCIT:C114842	Allograft Thrombosis		C3900057
NCIT:C114844	Renal Allograft Thrombosis	Kidney Allograft Thrombosis	C3897720
NCIT:C114848	Hyperacute Allograft Rejection		C3898833
NCIT:C114852	New Onset Diabetes After Transplant	NODAT	C1504532
NCIT:C114853	Delayed Graft Function	DGF	C1566590
NCIT:C114875	Fetus Small for Gestational Age	Fetal Growth Restriction | Fetal Growth Retardation | Fetal SGA | Fetal Small for Gestational Age | Intrauterine Growth Restriction | Intrauterine Growth Retardation | IUGR	C0302511
NCIT:C114876	Fetus Small for Gestational Age with Oligohydraminos	Fetal SGA with Oligohydraminois | Fetal SGA with Oligohydramnios | Fetal Small for Gestational Age with Oligohydraminos | Fetal Small for Gestational Age with Oligohydramnios	C3899119
NCIT:C114877	Fetus Small for Gestational Age with Abnormal Doppler	Fetal SGA with Abnormal Doppler | Fetal SGA with Abnormal Dopplers | Fetal Small for Gestational Age with Abnormal Doppler | Fetal Small for Gestational Age with Abnormal Dopplers	C3899120
NCIT:C114878	Fetus Small for Gestational Age with Abdominal Circumference Less than Tenth Percentile	Fetal SGA with Abdominal Circumference Less than Tenth Percentile | Fetal Small for Gestational Age with Abdominal Circumference Less than Tenth Percentile	C3899121
NCIT:C114899	Transient Neonatal Diabetes Mellitus		C0342273
NCIT:C114902	Permanent Neonatal Diabetes Mellitus		
NCIT:C114906	Neonatal Thyrotoxicosis	Infantile Hyperthyroidism	C0158983
NCIT:C114907	Transient Neonatal Hypoparathyroidism		C3897347
NCIT:C114909	Necrotizing Enterocolitis Totalis		C3898154
NCIT:C114923	Adult Epithelioid Hemangioendothelioma	Epithelioid Hemangioendothelioma	
NCIT:C114926	Childhood Epithelioid Hemangioendothelioma	Epithelioid Hemangioendothelioma	
NCIT:C114929	Adult Langerhans Cell Histiocytosis	Langerhans Cell Histiocytosis	
NCIT:C114932	Hormone-Resistant Breast Carcinoma	Hormone-Refractory Breast Cancer | Hormone-Resistant Breast Adenocarcinoma | Hormone-Resistant Breast Cancer	
NCIT:C114933	Hormone-Resistant Prostate Carcinoma	Hormone-Resistant Prostate Cancer	
NCIT:C114940	Malignant Cardiovascular Neoplasm		
NCIT:C114949	Secondary Central Nervous System Hodgkin Lymphoma		
NCIT:C114950	Secondary Central Nervous System Non-Hodgkin Lymphoma		
NCIT:C114951	Primary Central Nervous System Hodgkin Lymphoma		
NCIT:C114956	Recurrent Childhood Astrocytic Tumor	Recurrent Astrocytic Tumor	C3897758
NCIT:C114960	Congenital Disruption		C3899505
NCIT:C114963	Childhood Fibrillary Astrocytoma	Fibrillary Astrocytoma	
NCIT:C114964	Childhood Gemistocytic Astrocytoma	Gemistocytic Astrocytoma	
NCIT:C114966	Childhood Giant Cell Glioblastoma	Giant Cell Glioblastoma	
NCIT:C114967	Childhood Diffuse Astrocytoma	Diffuse Astrocytoma	
NCIT:C114968	Childhood Gliosarcoma	Gliosarcoma	
NCIT:C114969	Childhood Gliomatosis Cerebri	Gliomatosis Cerebri	
NCIT:C114970	Childhood Pilomyxoid Astrocytoma	Pilomyxoid Astrocytoma	
NCIT:C114971	Childhood Pleomorphic Xanthoastrocytoma	Pleomorphic Xanthoastrocytoma	
NCIT:C114972	Childhood Protoplasmic Astrocytoma	Protoplasmic Astrocytoma	
NCIT:C114973	Childhood Anaplastic Oligoastrocytoma	Anaplastic Oligoastrocytoma	
NCIT:C114974	Childhood Oligoastrocytoma	Oligoastrocytoma	
NCIT:C114987	Adult Combined Hepatocellular Carcinoma and Cholangiocarcinoma	Combined Hepatocellular Cancer and Cholangiocarcinoma	C3900105
NCIT:C114992	Adult Fibrolamellar Carcinoma	Fibrolamellar Cancer	C3900102
NCIT:C114993	Adult Hepatocellular Pleomorphic Carcinoma	Adult Pleomorphic Hepatocellular Carcinoma | Pleomorphic Hepatocellular Cancer	C3900095
NCIT:C115029	Ann Arbor Stage I Noncutaneous Childhood Anaplastic Large Cell Lymphoma	Ann Arbor Stage I Childhood Anaplastic Large Cell Lymphoma | Stage I Anaplastic Large Cell Lymphoma | Stage I Childhood Anaplastic Large Cell Lymphoma	
NCIT:C115030	Ann Arbor Stage II Noncutaneous Childhood Anaplastic Large Cell Lymphoma	Ann Arbor Stage II Childhood Anaplastic Large Cell Lymphoma | Stage II Anaplastic Large Cell Lymphoma | Stage II Childhood Anaplastic Large Cell Lymphoma	
NCIT:C115031	Ann Arbor Stage III Noncutaneous Childhood Anaplastic Large Cell Lymphoma	Ann Arbor Stage III Childhood Anaplastic Large Cell Lymphoma | Stage III Anaplastic Large Cell Lymphoma | Stage III Childhood Anaplastic Large Cell Lymphoma	
NCIT:C115032	Ann Arbor Stage IV Noncutaneous Childhood Anaplastic Large Cell Lymphoma	Ann Arbor Stage IV Childhood Anaplastic Large Cell Lymphoma | Stage IV Anaplastic Large Cell Lymphoma | Stage IV Childhood Anaplastic Large Cell Lymphoma	
NCIT:C115033	Masaoka-Koga Stage II	Masaoka Stage II	C3898463
NCIT:C115034	Masaoka-Koga Stage IV	Masaoka Stage IV	C3898462
NCIT:C115035	Stage IVA Thyroid Gland Follicular Carcinoma AJCC v7	Stage IVA Thyroid Gland Follicular Cancer | Stage IVA Thyroid Gland Follicular Carcinoma	C3897519
NCIT:C115036	Stage IVB Thyroid Gland Follicular Carcinoma AJCC v7	Stage IVB Thyroid Gland Follicular Cancer | Stage IVB Thyroid Gland Follicular Carcinoma	C3897512
NCIT:C115037	Stage IVC Thyroid Gland Follicular Carcinoma AJCC v7	Stage IVC Thyroid Gland Follicular Cancer | Stage IVC Thyroid Gland Follicular Carcinoma	C3897507
NCIT:C115038	Stage IVA Thyroid Gland Papillary Carcinoma AJCC v7	Stage IVA Thyroid Gland Papillary Cancer | Stage IVA Thyroid Gland Papillary Carcinoma	C3897518
NCIT:C115039	Stage IVB Thyroid Gland Papillary Carcinoma AJCC v7	Stage IVB Thyroid Gland Papillary Cancer | Stage IVB Thyroid Gland Papillary Carcinoma	C3897511
NCIT:C115040	Stage IVC Thyroid Gland Papillary Carcinoma AJCC v7	Stage IVC Thyroid Gland Papillary Cancer | Stage IVC Thyroid Gland Papillary Carcinoma	C3897506
NCIT:C115041	Stage IIA Colon Cancer AJCC v7	Stage IIA Colon Cancer	
NCIT:C115042	Stage IIB Colon Cancer AJCC v7	Stage IIB Colon Cancer	
NCIT:C115043	Stage IIC Colon Cancer AJCC v7	Stage IIC Colon Cancer	
NCIT:C115044	Stage IIA Rectal Cancer AJCC v7	Stage IIA Rectal Cancer	
NCIT:C115045	Stage IIB Rectal Cancer AJCC v7	Stage IIB Rectal Cancer	
NCIT:C115046	Stage IIC Rectal Cancer AJCC v7	Stage IIC Rectal Cancer	
NCIT:C115047	Stage IIIA Colon Cancer AJCC v7	Stage IIIA Colon Cancer	
NCIT:C115048	Stage IIIB Colon Cancer AJCC v7	Stage IIIB Colon Cancer	
NCIT:C115049	Stage IIIC Colon Cancer AJCC v7	Stage IIIC Colon Cancer	
NCIT:C115050	Stage IIIA Rectal Cancer AJCC v7	Stage IIIA Rectal Cancer	
NCIT:C115051	Stage IIIB Rectal Cancer AJCC v7	Stage IIIB Rectal Cancer	
NCIT:C115052	Stage IIIC Rectal Cancer AJCC v7	Stage IIIC Rectal Cancer	
NCIT:C115053	Stage IVA Colon Cancer AJCC v7	Stage IVA Colon Cancer	
NCIT:C115054	Stage IVB Colon Cancer AJCC v7	Stage IVB Colon Cancer	
NCIT:C115055	Stage IVA Rectal Cancer AJCC v7	Stage IVA Rectal Cancer	
NCIT:C115056	Stage IVB Rectal Cancer AJCC v7	Stage IVB Rectal Cancer	
NCIT:C115057	Stage I Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7	Stage I Lip and Oral Cavity Squamous Cell Cancer | Stage I Lip and Oral Cavity Squamous Cell Carcinoma | Stage I Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 | Stage I Lip and Oral Cavity Squamous Cell Carcinoma AJCC v7	C0280343
NCIT:C115058	Stage II Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7	Stage II Lip and Oral Cavity Squamous Cell Cancer | Stage II Lip and Oral Cavity Squamous Cell Carcinoma | Stage II Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 | Stage II Lip and Oral Cavity Squamous Cell Carcinoma AJCC v7	C0280348
NCIT:C115059	Stage III Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7	Stage III Lip and Oral Cavity Squamous Cell Cancer | Stage III Lip and Oral Cavity Squamous Cell Carcinoma | Stage III Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 | Stage III Lip and Oral Cavity Squamous Cell Carcinoma AJCC v7	C0280353
NCIT:C115060	Stage IV Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7	Stage IV Lip and Oral Cavity Squamous Cell Cancer | Stage IV Lip and Oral Cavity Squamous Cell Carcinoma | Stage IV Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 | Stage IV Lip and Oral Cavity Squamous Cell Carcinoma AJCC v7	C0280358
NCIT:C115061	Stage IVA Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7	Stage IVA Lip and Oral Cavity Squamous Cell Cancer | Stage IVA Lip and Oral Cavity Squamous Cell Carcinoma | Stage IVA Lip and Oral Cavity Squamous Cell Carcinoma AJCC v7	
NCIT:C115062	Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7	Stage IVB Lip and Oral Cavity Squamous Cell Cancer | Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma | Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 | Stage IVB Lip and Oral Cavity Squamous Cell Carcinoma AJCC v7	
NCIT:C115063	Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 and v7	Stage IVC Lip and Oral Cavity Squamous Cell Cancer | Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma AJCC v6 | Stage IVC Lip and Oral Cavity Squamous Cell Carcinoma AJCC v7	
