id	label	synonyms	snomed	doid	nci	icd10	orphanet	umls	mesh
MONDO:0004236	duodenal somatostatinoma	duodenal delta cell somatostatin producing tumour | duodenal somatostatin producing tumor | duodenal somatostatin producing tumour | duodenal somatostatin-producing NET | duodenal somatostatin-producing neuroendocrine tumor | duodenal somatostatin-producing neuroendocrine tumour		7479	C27407			C1333320	
MONDO:0004237	large cell carcinoma with rhabdoid phenotype	large cell carcinoma with rhabdoid phenotype (morphologic abnormality) | large cell lung carcinoma with rhabdoid phenotype		7480	C6876			C1265997	
MONDO:0004238	petrous apex meningioma	meningioma of petrous apex | meningioma of petrous ridge | meningioma of the petrous apex | meningioma of the petrous ridge | petrous ridge meningioma		7482	C5271			C1335396	
MONDO:0004239	cervical keratinizing squamous cell carcinoma			7483	C40187			C1517658	
MONDO:0004240	posterior urethra cancer	malignant neoplasm of posterior urethra | malignant neoplasm of the posterior urethra | malignant tumor of posterior urethra | malignant tumor of the posterior urethra | malignant tumour of posterior urethra | malignant tumour of the posterior urethra | posterior urethra malignant neoplasm | posterior urethra malignant tumor | posterior urethra malignant tumour | posterior urethral cancer | posterior urethral malignant neoplasm | posterior urethral malignant tumor | posterior urethral malignant tumour		7488	C7640			C0279931	
MONDO:0004241	Osgood-Schlatter disease	aseptic necrosis of the tibial tubercle | Osgood-Schlatter's disease | osteochondritis of the tibial tubercle | Osteochondrosis of the tibial tubercle	430506003;72047008	7489	C34874	M92.52	97335	C0029376	
MONDO:0004242	active peptic ulcer disease		64121000;74474003	749					D010438
MONDO:0004243	vulvar proximal-type epithelioid sarcoma			7491	C40319			C1520093	
MONDO:0004244	proximal-type epithelioid sarcoma	central epithelioid sarcoma		7492	C27472			C1335563	
MONDO:0004245	ependymal tumor of brain	brain ependymal tumor | brain ependymal tumour	254939008	7497	C3861			C0238029	
MONDO:0004247	peptic ulcer disease	acute peptic ulcer with haemorrhage | acute peptic ulcer with haemorrhage and perforation | acute peptic ulcer without haemorrhage and without perforation | peptic ulcer	13200003	750	C3318			C0030920	D010437
MONDO:0004248	pediatric infratentorial ependymoma	childhood infratentorial ependymoma | infratentorial ependymoma		7501	C9041			C0278599	
MONDO:0004249	pediatric supratentorial ependymoma			7502	C9043			C0278650	
MONDO:0004250	extrahepatic bile duct papillary adenoma	papillary adenoma of extrahepatic bile duct | papillary adenoma of the extrahepatic bile duct		7503	C5849			C1333510	
MONDO:0004251	small intestine neoplasm	neoplasm of small bowel | neoplasm of small intestine | neoplasm of the small bowel | neoplasm of the small intestine | small bowel neoplasm | small bowel tumor | small bowel tumour | small intestinal neoplasm | small intestine neoplasm (disease) | small intestine tumor | small intestine tumour | tumor of small bowel | tumor of small intestine | tumor of the small bowel | tumor of the small intestine | tumour of small bowel | tumour of small intestine | tumour of the small bowel | tumour of the small intestine	126832004	7505	C4432			C0345832	
MONDO:0004252	small intestinal L-cell glucagon-like peptide producing tumor	L-cell glucagon-like peptide-producing neuroendocrine tumor of small intestine | L-cell glucagon-like peptide-producing neuroendocrine tumour of small intestine | small intestinal L-cell glucagon-like peptide-producing NET | small intestinal L-cell glucagon-like peptide-producing neuroendocrine tumor | small intestinal L-cell glucagon-like peptide-producing neuroendocrine tumour | small intestinal L-cell, glucagon-like peptide-producing neuroendocrine tumor | small intestinal L-cell, glucagon-like peptide-producing neuroendocrine tumour | small intestine L-cell glucagon-like peptide-producing neuroendocrine tumor | small intestine L-cell glucagon-like peptide-producing neuroendocrine tumour		7506	C27452			C3274143	
MONDO:0004253	intraductal breast papillomatosis	intraductal papillomatosis of breast		7511	C5201			C1334247	
MONDO:0004254	focal intraductal papillomatosis			7512	C7365			C1333626	
MONDO:0004255	Wolffian adnexal tumor	female adnexal tumor of probable Wolffian origin | female adnexal tumour of probable Wolffian origin | Wolffian adnexal neoplasm		7514	C40141		696830	C1520159	C536741
MONDO:0004256	lumbar spinal canal and spinal cord meningioma	lumbar intraspinal meningioma | meningioma of the lumbar spinal canal and spinal cord		7515	C5298			C1334436	
MONDO:0004257	childhood central nervous system mixed germ cell tumor	childhood mixed germ cell tumor of central nervous system | childhood mixed germ cell tumour of central nervous system | mixed germ cell tumor of central nervous system of childhood | mixed germ cell tumour of central nervous system of childhood | paediatric mixed germ cell tumour of central nervous system | pediatric mixed germ cell tumor of central nervous system		7516	C27403			C1332956	
MONDO:0004258	female orgasmic disorder		60103007	7518	C34958	F52.31		C4022677	
MONDO:0004259	endocervical carcinoma	carcinoma of endocervix | endocervical cancer | endocervix carcinoma	372098004	7519	C28327			C1299237	
MONDO:0004260	peptic ulcer perforation		79118000	752				C0030925	D010439
MONDO:0004261	periductal breast myoepitheliosis			7520	C40388			C1518974	
MONDO:0004262	breast myoepitheliosis			7521	C40385			C1513799	
MONDO:0004263	pediatric infratentorial ependymoblastoma	childhood infratentorial embryonal tumor with Multilayered Rosettes, C19MC-altered | childhood infratentorial embryonal tumour with Multilayered Rosettes, C19MC-altered | childhood infratentorial ependymoblastoma		7522	C6773			C1332972	
MONDO:0004264	acute gonococcal endometritis	acute gonorrhoea of uterus | gonococcal endometritis (acute) | uterus - acute gonorrhea	65295003	7527				C0153196	
MONDO:0004265	acute endometritis	endometritis, acute	67667007	7528	C27022			C0238103	
MONDO:0004266	anal gland adenocarcinoma	adenocarcinoma of the anal gland | anal glands adenocarcinoma		7531	C5609			C1266027	
MONDO:0004267	squamous papillomatosis			7532	C9009			C1378340	
MONDO:0004269	breast cystic hypersecretory carcinoma			7537					
MONDO:0004270	breast ductal adenoma	ductal adenoma		7538	C40384			C1511307	
MONDO:0004271	pregnancy adenoma	Lactating adenoma | Lactating adenoma (morphologic abnormality)		7539	C9473			C1266023	
MONDO:0004272	urinary bladder tuberculosis	bladder tuberculous | tuberculosis of bladder | tuberculosis of bladder, unspecified examination	32268008	754		A18.12		C0152793	
MONDO:0004273	breast apocrine adenoma	apocrine adenoma of breast		7540	C40383			C1388299	
MONDO:0004274	mixed epithelial/mesenchymal metaplastic breast carcinoma	breast carcinosarcoma		7541	C40364			C1513365	
MONDO:0004275	osteosarcoma arising in bone Paget disease	osteosarcoma arising in bone Paget's disease | osteosarcoma arising in osseous Paget's disease | osteosarcoma arising in osteitis deformans | osteosarcoma arising in Paget disease of bone | osteosarcoma arising in Paget's disease of bone | Paget osteosarcoma | Paget's osteosarcoma		7542	C6469			C0334546	
MONDO:0004276	ceruminoma	adenoma, ceruminous gland, benign | ceruminous adenoma | ceruminous adenoma (morphologic abnormality) | ceruminous adenoma of external auditory canal | ceruminous adenoma of the external auditory canal | external auditory canal ceruminous adenoma	403945001	7549	C6088			C0334352	
MONDO:0004277	gonorrhea	Neisseria gonorrhoeae infection	15628003	7551	C92950		100642	C0018081	D006069
MONDO:0004278	infiltrating bladder urothelial carcinoma sarcomatoid variant			7553	C39824			C1512743	
MONDO:0004279	glossopharyngeal motor neuropathy	glossopharyngeal nerve motor peripheral neuropathy | motor peripheral neuropathy of glossopharyngeal nerve		7558	C27212			C0751942	
MONDO:0004280	asymmetric motor neuropathy			7559	C27953			C1332341	
MONDO:0004281	vulvar eccrine porocarcinoma	eccrine porocarcinoma of mammalian vulva | mammalian vulva eccrine porocarcinoma		7565	C40306			C1520081	
MONDO:0004283	vulvar clear cell hidradenocarcinoma			7567	C40307			C1520076	
MONDO:0004285	pancreatic intraductal papillary-mucinous carcinoma	intraductal papillary mucinous carcinoma of pancreas | intraductal papillary-mucinous carcinoma of pancreas | pancreatic intraductal papillary mucinous carcinoma		7574	C5725		424058	C1335304	
MONDO:0004286	pancreatic intraductal papillary-mucinous neoplasm	pancreatic intraductal papillary-mucinous tumor | pancreatic intraductal papillary-mucinous tumour | pancreatic IPMN		7575	C38342			C4511687	
MONDO:0004287	pancreatic foamy gland adenocarcinoma			7577	C37256			C1335303	
MONDO:0004288	scirrhous breast carcinoma	infiltrating carcinoma of breast with fibrotic Stroma | infiltrating carcinoma of the breast with fibrotic Stroma | scirrhous carcinoma of breast | scirrhous carcinoma of the breast	254839007	7578	C7362			C0346151	
MONDO:0004289	glottis verrucous carcinoma	glottic verrucous carcinoma | verrucous carcinoma of glottis | verrucous carcinoma of the glottis		7583	C8189			C0280329	
MONDO:0004290	subglottis verrucous carcinoma	subglottic verrucous carcinoma | verrucous carcinoma of subglottis		7584	C8190			C0280330	
MONDO:0004291	subglottis squamous cell carcinoma	epidermoid carcinoma of subglottis | epidermoid carcinoma of the subglottis | squamous cell carcinoma of subglottis | squamous cell carcinoma of the subglottis | subglottic epidermoid carcinoma | subglottic squamous cell carcinoma | subglottis epidermoid carcinoma		7585	C8187			C0280326	
MONDO:0004292	supraglottis verrucous carcinoma	supraglottic part of larynx verrucous carcinoma | supraglottic verrucous carcinoma | verrucous carcinoma of supraglottis | verrucous carcinoma of the supraglottis		7586	C8191			C0280331	
MONDO:0004293	supraglottis squamous cell carcinoma	epidermoid carcinoma of supraglottis | epidermoid carcinoma of the supraglottis | squamous cell carcinoma of supraglottis | squamous cell carcinoma of the supraglottis | supraglottic epidermoid carcinoma | supraglottic part of larynx squamous cell carcinoma | supraglottic squamous cell carcinoma | supraglottis epidermoid carcinoma		7587	C4945			C0749163	
MONDO:0004294	gestational ovarian choriocarcinoma			7591	C40442			C1517538	
MONDO:0004295	asbestos-related lung carcinoma	asbestos-related lung cancer		7596	C27925			C1332337	
MONDO:0004296	cervical lymphoepithelioma-like carcinoma			7598	C40193			C1516418	
MONDO:0004297	lymphoepithelioma-like thymic carcinoma	lymphoepithelial cancer of the Thymus | lymphoepithelial cancer of Thymus | lymphoepithelial Thymus cancer | lymphoepithelioma-like carcinoma of the Thymus | lymphoepithelioma-like carcinoma of Thymus | lymphoepithelioma-like Thymus carcinoma | malignant lymphoepithelial thymoma | thymic lymphoepithelioma-like carcinoma		7599	C7998			C0279706	
MONDO:0004298	stomach disorder	disease of stomach | disease or disorder of stomach | disorder of stomach | stomach disease | stomach disease or disorder	29384001	76	C26886			C0038354	D013272
MONDO:0004299	infiltrating bladder lymphoepithelioma-like carcinoma			7600	C39821			C1512736	
MONDO:0004301	fibrosarcomatous osteosarcoma	fibroblastic osteogenic sarcoma | fibroblastic osteosarcoma | fibroblastic osteosarcoma (morphologic abnormality) | fibrosarcomatous osteogenic sarcoma		7603	C4020			C0279602	
MONDO:0004302	chief cell adenoma	chief cell adenoma of parathyroid | chief cell adenoma of parathyroid gland | chief cell adenoma of the parathyroid | chief cell adenoma of the parathyroid gland | parathyroid chief cell adenoma | parathyroid gland chief cell adenoma		7607	C4154			C0334320	
MONDO:0004303	parathyroid gland clear cell adenoma	clear cell adenoma of parathyroid | clear cell adenoma of parathyroid gland | clear cell adenoma of the parathyroid | clear cell adenoma of the parathyroid gland | parathyroid clear cell adenoma | parathyroid gland transitional clear cell adenoma | parathyroid transitional clear cell adenoma | transitional clear cell adenoma of parathyroid | transitional clear cell adenoma of parathyroid gland | transitional clear cell adenoma of the parathyroid | transitional clear cell adenoma of the parathyroid gland		7609	C7993			C0279700	
MONDO:0004304	mixed cell type adenoma of parathyroid	mixed cell type adenoma of parathyroid gland | mixed cell type adenoma of the parathyroid | mixed cell type adenoma of the parathyroid gland | parathyroid gland mixed cell type adenoma | parathyroid mixed cell type adenoma		7610	C7994			C0279701	
MONDO:0004305	parathyroid oncocytic adenoma	parathyroid gland oncocytic adenoma		7611	C27393			C1335351	
MONDO:0004306	childhood intracortical osteosarcoma	childhood conventional osteosarcoma		7612	C6590			C1332974	
MONDO:0004307	sarcomatosis of the meninges	meningeal cluster sarcomatosis | meningeal sarcomatosis | meningeal sarcomatosis (morphologic abnormality) | meninges sarcomatosis | sarcomatosis of meninges		7613	C4334			C0334612	
MONDO:0004308	meningeal sarcoma	meningeal cluster sarcoma | meninges sarcoma | sarcoma of meningeal cluster | sarcoma of meninges | sarcoma of the meninges		7614	C4073			C0302327	
MONDO:0004309	sarcomatosis	sarcomatosis (morphologic abnormality) | sarcomatosis NOS (morphologic abnormality)		7615	C4243			C0334451	
MONDO:0004310	adult embryonal tumor with multilayered rosettes, c19mc-altered	adult embryonal tumour with multilayered rosettes, C19MC-altered | adult ependymoblastoma | ependymoblastoma of adults		7631	C8290			C0281330	
MONDO:0004311	carcinoma of Cowper glands	bulbo-urethral gland carcinoma | carcinoma of bulbo-urethral gland		7632	C39864			C1516284	
MONDO:0004312	suprasellar meningioma	meningioma (disease) of sella turcica | sella turcica meningioma (disease)		7634	C6776			C1336535	
MONDO:0004313	gasserian ganglion meningioma	gasserian ganglion meningioma (disease) | Gasserian meningioma | meningioma (disease) of gasserian ganglion | meningioma of Gasserian ganglion | meningioma of the Gasserian ganglion		7635	C6779			C1333760	
MONDO:0004314	malignant cutaneous granular cell skin tumor	malignant cutaneous granular cell tumor | malignant cutaneous granular cell tumour | malignant granular cell neoplasm of skin | malignant granular cell neoplasm of the skin | malignant granular cell skin neoplasm | malignant granular cell skin tumor | malignant granular cell tumor of skin | malignant granular cell tumor of the skin | malignant granular cell tumour of the skin		7639	C5614			C1334575	
MONDO:0004315	cholangiolocellular carcinoma	cholangiocarcinoma of intralobular bile duct | intralobular bile duct cholangiocarcinoma		7642	C41617			C1516490	
MONDO:0004316	acantholytic squamous cell skin carcinoma	acantholytic squamous cell carcinoma of the skin	254654004	7643	C4460			C0345979	
MONDO:0004317	multiple spinal canal and spinal cord meningioma	multiple intraspinal Meningiomas | multiple Meningiomas of spinal canal and spinal cord | multiple spinal canal and spinal cord Meningiomas		7646	C5275			C1334825	
